k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
47,377.9593531,396.6608949,286.98882099411867,0.0,271.95935310000004,396.6608949,-0.0,1.0,-0.0,-0.0,0.0,114.61249999999995,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
48,381.4436671,396.6608949,0.0,0.0,0.0,111.26978452340143,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,773.5397642026643,0.0,381.4436671,0.0,285.3911103765986
49,386.6701356,396.6608949,0.0,81.79599733154072,0.0,18.177408607734947,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,973.6046132142252,0.0,468.46613293154064,0.0,378.48348629226507,0.0
50,384.9279786,396.6608949,77.51234095128792,85.07202140000456,0.0,16.536552670389824,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309874,0.0,470.0,0.0,380.1243422296102,0.0
51,384.9279786,396.6608949,157.74250903390922,85.07202140000456,0.0,16.536552670389824,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309874,0.0,470.0,0.0,380.1243422296102,0.0
52,381.4436671,396.6608949,237.5724890381344,88.55633290000443,0.0,16.536552670389938,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309872,0.0,470.0,0.0,380.1243422296101,0.0
53,381.4436671,396.6608949,320.3061152088434,88.55633290000452,0.0,16.536552670389824,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309874,0.0,470.0,0.0,380.1243422296102,0.0
54,383.1858216,396.6608949,402.62706605221285,86.8141784,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
55,421.0031304,587.1223702,482.88648212393645,48.996869600000025,0.0,206.99802797039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
56,549.5079332,781.293796,526.9087478901503,0.0,79.50793319999997,401.1694537703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
57,524.1485906,781.293796,440.7971971956742,0.0,54.14859059999998,401.1694537703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
58,508.9603391,791.3176496,381.7424806460622,0.0,38.96033909999994,411.19330737039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
59,495.7810111,791.3176496,338.92999309759966,0.0,25.781011099999944,411.19330737039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
60,476.4819936,791.3176496,310.16934863702886,0.0,6.481993599999953,411.19330737039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
61,482.171696,791.3176496,301.8161306460274,0.0,12.17169599999994,411.19330737039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
62,495.1631036,791.3176496,287.53039098636503,0.0,25.163103599999943,411.19330737039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
63,515.3563626,779.3760622,259.6749306161251,0.0,45.356362599999954,399.25171997039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
64,518.6132248,779.3760622,210.75549133221188,0.0,48.613224799999955,399.25171997039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
