k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
144,339.6319139,396.6608949,1000.0,1000.0,897.7500000000001,63.1228747829789,0.0,0.0,0.0,0.0,1119.2551010638294,0.0,441.88191389999986,0.0,333.5380201170211,0.0
145,339.6319139,396.6608949,1000.0,1000.0,897.7500000000001,63.1228747829789,0.0,0.0,0.0,0.0,1119.2551010638294,0.0,441.88191389999986,0.0,333.5380201170211,0.0
146,336.1475999,396.6608949,1000.0,1000.0,897.7500000000001,65.75287876474181,0.0,0.0,0.0,0.0,0.0,1110.429584346504,0.0,438.3975998999998,0.0,330.9080161352582
147,308.2730979,396.6608949,1000.0,1000.0,897.7500000000001,86.79290307071943,0.0,0.0,0.0,0.0,1039.8254759371832,0.0,410.5230978999999,0.0,309.8679918292806,0.0
148,315.2417234,396.6608949,1000.0,1000.0,897.7500000000001,81.5328969942251,0.0,0.0,0.0,0.0,1057.4765030395133,0.0,417.49172339999984,0.0,315.1279979057749,0.0
149,316.9838804,396.6608949,1000.0,1000.0,897.7500000000001,80.21789500334353,0.0,0.0,0.0,0.0,0.0,1061.8892613981764,0.0,419.2338804,0.0,316.4429998966565
150,310.0152548,396.6608949,1000.0,1000.0,897.7500000000001,85.47790115531922,0.0,0.0,0.0,0.0,1044.2382340425531,0.0,412.2652548,0.0,311.1829937446808,0.0
151,323.6147762,587.1223702,1000.0,1000.0,897.7500000000001,265.67428684741645,0.0,0.0,0.0,0.0,0.0,1078.6848434650456,0.0,425.86477619999994,0.0,321.4480833525835
152,421.0917485,781.293796,1000.0,1000.0,897.7500000000001,386.26886932066884,0.0,0.0,0.0,0.0,0.0,1325.587002279635,0.0,523.3417484999999,0.0,395.0249266793312
153,388.4932398,781.293796,1000.0,1000.0,897.7500000000001,410.8746332330295,0.0,0.0,0.0,0.0,0.0,1243.017324721378,0.0,490.74323979999997,0.0,370.41916276697054
154,366.8639963,791.3176496,1000.0,1000.0,897.7500000000001,437.2245115620061,0.0,0.0,0.0,0.0,0.0,1188.2320068389056,0.0,469.11399629999994,0.0,354.09313803799387
155,363.3020447,791.3176496,1000.0,1000.0,897.7500000000001,439.9131173796354,0.0,0.0,0.0,0.0,1179.209839665653,0.0,465.5520446999998,0.0,351.40453222036456,0.0
156,371.3088048,791.3176496,1000.0,1000.0,897.7500000000001,433.86951426464043,0.0,0.0,0.0,0.0,1199.4903870314079,0.0,473.55880479999985,0.0,357.44813533535955,0.0
157,362.1603162,791.3176496,1000.0,1000.0,897.7500000000001,440.7749083953394,0.0,0.0,0.0,0.0,0.0,1176.3179235055725,0.0,464.4103162,0.0,350.54274120466056
158,368.678828,791.3176496,1000.0,1000.0,897.7500000000001,435.85465379452893,0.0,0.0,0.0,0.0,1192.8288449848023,0.0,470.92882799999995,0.0,355.46299580547105,0.0
159,378.2613376,779.3760622,1000.0,1000.0,897.7500000000001,416.6800677602838,0.0,0.0,0.0,0.0,0.0,1217.1006524822692,0.0,480.5113375999998,0.0,362.6959944397162
160,379.3416029,779.3760622,1000.0,1000.0,897.7500000000001,415.86466994012164,0.0,0.0,0.0,0.0,0.0,1219.8368867781153,0.0,481.5916028999999,0.0,363.51139225987833
161,374.7201866,779.3760622,1000.0,1000.0,897.7500000000001,419.3529730237083,0.0,0.0,0.0,0.0,1208.1311717325227,0.0,476.9701865999999,0.0,360.0230891762917,0.0
162,385.7629064,714.0545666,1000.0,1000.0,897.7500000000001,345.6962937854105,0.0,0.0,0.0,0.0,0.0,1236.1015866261396,0.0,488.0129063999999,0.0,368.35827281458955
163,269.3108426,585.2046364,1000.0,1000.0,897.7500000000001,304.74584436656556,0.0,0.0,0.0,0.0,941.1368860182365,0.0,371.5608425999998,0.0,280.45879203343446,0.0
164,273.1409495,585.2046364,1000.0,1000.0,897.7500000000001,301.85483155957456,0.0,0.0,0.0,0.0,950.8382712765956,0.0,375.3909494999999,0.0,283.34980484042546,0.0
165,278.8861098,585.2046364,1000.0,1000.0,897.7500000000001,297.51831238682894,0.0,0.0,0.0,0.0,965.390349037487,0.0,381.1361097999999,0.0,287.6863240131711,0.0
166,270.9037174,396.6608949,1000.0,1000.0,897.7500000000001,114.99978095572453,0.0,0.0,0.0,0.0,945.171523302938,0.0,373.1537173999999,0.0,281.6611139442755,0.0
167,269.3167901,396.6608949,1000.0,1000.0,897.7500000000001,116.19761361884514,0.0,0.0,0.0,0.0,0.0,941.1519506079023,0.0,371.5667900999998,0.0,280.4632812811549
