k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
59,495.7810111,791.3176496,290.3107864208721,0.0,25.78101109999625,411.19330737039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
60,476.4819936,791.3176496,261.79265456320866,0.0,6.481993599997111,411.19330737039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
61,482.171696,791.3176496,253.68073952225038,0.0,12.171695999998065,411.19330737039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
62,495.1631036,791.3176496,239.63509919351543,0.0,25.163103599998408,411.19330737039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
63,515.3563626,779.3760622,212.01854053873984,0.0,45.35636259999745,399.25171997039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
64,518.6132248,779.3760622,163.33681132853528,0.0,48.613224799997795,399.25171997039456,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
65,518.6132248,779.3760622,111.47820127363084,0.0,48.61322479999819,399.25171997039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
66,526.7424659,714.0545666,59.878261965679876,0.0,56.742465899995295,333.9302243703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
67,391.8111945,585.2046364,0.0,0.0,0.0,288.72285249657796,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,797.3747335302335,0.0,391.81119449999994,0.0,296.48178390342207,0.0
68,389.7409138,585.2046364,0.0,0.0,0.0,290.93753749008795,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,792.6151534413534,0.0,389.7409138,0.0,294.2670989099121
69,389.7409138,585.2046364,0.0,0.0,0.0,290.93753749008795,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,792.6151534413534,0.0,389.7409138,0.0,294.2670989099121
70,357.0534765,396.6608949,0.0,0.0,0.0,137.36121700918397,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,717.4666599401598,0.0,357.05347649999993,0.0,259.29967789081604
71,357.0534765,396.6608949,0.0,68.00684175893824,0.0,64.6108252871681,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,873.8145454918443,0.0,425.06031825893814,0.0,332.0500696128319
72,360.5377905,396.6608949,64.44532345602265,109.46220950000452,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
73,357.0534765,396.6608949,167.8535437711133,112.9465235000001,0.0,16.5365526703946,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
74,364.022102,396.6608949,274.0478043590907,105.97789800000425,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
75,353.569165,396.6608949,373.1086893926889,0.0,353.5691650000001,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,358.7956335,396.6608949,0.0,17.450804054595103,0.0,116.82952638934023,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,761.5913215293356,0.0,376.24643755459505,0.0,279.8313685106598
77,365.764259,396.6608949,16.536905446254025,104.23574100000437,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
78,381.4436671,396.6608949,115.23133460572234,88.55633290000466,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
