k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,din_TES,dout_TES,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
97,365.764259,396.6608949,322.4717541244961,104.2357410000065,0.0,16.53655267038772,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309919,0.0,470.0,0.0,380.1243422296123
98,377.9593531,396.6608949,408.0838014322529,92.04064690000668,0.0,16.536552670387493,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309924,0.0,470.0,0.0,380.1243422296125
99,360.5377905,396.6608949,509.77803400576795,109.46220950000674,0.0,16.53655267038738,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309927,0.0,470.0,0.0,380.12434222961264,0.0
100,362.279945,396.6608949,609.3141484328588,107.72005500000654,0.0,16.536552670387664,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.130977130992,0.0,470.0,0.0,380.12434222961235
101,346.6005395,396.6608949,606.275181439357,0.0,0.0,148.54325754697447,-0.0,-0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,693.4353337458338,0.0,346.60053949999997,0.0,248.11763735302554,0.0
102,353.569165,396.6608949,232.00219930150712,0.0,353.5691650000001,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,352.4361953,396.6608949,342.25194870960365,117.56380470000698,0.0,16.536552670387152,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309932,0.0,470.0,0.0,380.12434222961286,0.0
104,348.135434,396.6608949,456.0273511280267,121.86456600000719,0.0,16.536552670386982,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309935,0.0,470.0,0.0,380.12434222961303
105,312.5361524,396.6608949,125.58857614472561,0.0,312.5361524,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,300.9302561,396.6608949,285.17758496998175,169.06974390000659,0.0,16.53655267038755,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309923,0.0,470.0,0.0,380.12434222961247,0.0
107,267.7250826,396.6608949,475.43682410405313,202.27491740000673,0.0,16.536552670387437,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309926,0.0,470.0,0.0,380.1243422296126
108,253.5148143,396.6608949,678.213203000684,216.48518570000655,0.0,16.536552670387607,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.1309771309922,0.0,470.0,0.0,380.1243422296124
109,249.9992176,396.6608949,412.33032694036433,0.0,249.9992176000003,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,287.3005279,396.6608949,583.4051303863613,182.6994721000063,0.0,16.53655267038789,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309916,0.0,470.0,0.0,380.1243422296121,0.0
111,308.5140356,396.6608949,256.5542963374533,0.0,308.51403560000017,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,328.5745047,396.6608949,255.27472644626346,0.0,0.0,167.8266275576445,-0.0,-0.0,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,651.9934382987383,0.0,328.5745047,0.0,228.8342673423555,0.0
113,332.0588187,396.6608949,384.7185957012854,137.94118130000652,0.0,16.536552670387664,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,977.130977130992,0.0,470.0,0.0,380.12434222961235
114,339.4851783,396.6608949,26.338879374536134,0.0,339.48517830000014,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
