k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,Qin_B1,Qout_B1,Qin_CHP1,Qout_CHP1,Pout_CHP1,Qin_B2,Qout_B2,Qin_CHP2,Qout_CHP2,Pout_CHP2
154,366.8639963,791.3176496,0.0,0.0,0.0,524.7244782441508,0.0,0.0,737.2675837333715,366.8639963,266.5931713558492,0.0,0.0,0.0,0.0,0.0
155,363.3020447,791.3176496,0.0,0.0,0.0,527.312881529393,0.0,0.0,730.109313976751,363.3020447,264.00476807060693,0.0,0.0,0.0,0.0,0.0
156,371.3088048,791.3176496,0.0,0.0,0.0,521.4945194418826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.2000853034432,371.3088048,269.82313015811735
157,362.1603162,791.3176496,0.0,0.0,0.0,528.142554172967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.8148413085031,362.1603162,263.17509542703294
158,368.678828,791.3176496,0.0,0.0,0.0,523.4056741552794,0.0,0.0,740.914757061461,368.678828,267.9119754447206,0.0,0.0,0.0,0.0,0.0
159,378.2613376,779.3760622,0.0,0.0,0.0,504.50065712038315,0.0,0.0,760.1722305942865,378.2613376,274.8754050796168,0.0,0.0,0.0,0.0,0.0
160,379.3416029,779.3760622,0.0,0.0,0.0,503.71564862912425,0.0,0.0,762.3431838509553,379.3416029,275.66041357087573,0.0,0.0,0.0,0.0,0.0
161,374.7201866,779.3760622,0.0,0.0,0.0,507.07394500052703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0557627268045,374.7201866,272.30211719947295
162,385.7629064,714.0545666,0.0,0.0,0.0,433.7279124561368,0.0,0.0,775.2477451151037,385.7629064,280.32665414386327,0.0,0.0,0.0,0.0,0.0
163,269.3108426,585.2046364,0.0,0.0,0.0,389.5015084469942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.2200602932273,269.3108426,195.7031279530058
164,273.1409495,585.2046364,0.0,0.0,0.0,386.7182417448894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.917227875991,273.1409495,198.48639465511067
165,278.8861098,585.2046364,0.0,0.0,0.0,382.5433417280661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.4629791496542,278.8861098,202.66129467193394
166,270.9037174,396.6608949,0.0,0.0,0.0,199.80025476594727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.42117832833,270.9037174,196.86064013405274
167,269.3167901,396.6608949,0.0,0.0,0.0,200.95344501052014,0.0,0.0,541.2320126761225,269.3167901,195.70744988947988,0.0,0.0,0.0,0.0,0.0
